great_area,ano,qtde,color
Applied and Social Sciences,2009,373,"#F18818"
Applied and Social Sciences,2010,343,"#F18818"
Applied and Social Sciences,2011,418,"#F18818"
Applied and Social Sciences,2012,459,"#F18818"
Applied and Social Sciences,2013,490,"#F18818"
Applied and Social Sciences,2014,531,"#F18818"
Applied and Social Sciences,2015,542,"#F18818"
Applied and Social Sciences,2016,510,"#F18818"
Applied and Social Sciences,2017,442,"#F18818"
Biological Sciences,1959,1,"#4d473F"
Biological Sciences,1960,1,"#4d473F"
Biological Sciences,1961,1,"#4d473F"
Biological Sciences,1962,1,"#4d473F"
Biological Sciences,1963,1,"#4d473F"
Biological Sciences,1964,2,"#4d473F"
Biological Sciences,1965,4,"#4d473F"
Biological Sciences,1966,1,"#4d473F"
Biological Sciences,1967,9,"#4d473F"
Biological Sciences,1968,8,"#4d473F"
Biological Sciences,1969,6,"#4d473F"
Biological Sciences,1970,11,"#4d473F"
Biological Sciences,1971,6,"#4d473F"
Biological Sciences,1972,15,"#4d473F"
Biological Sciences,1973,20,"#4d473F"
Biological Sciences,1974,25,"#4d473F"
Biological Sciences,1975,22,"#4d473F"
Biological Sciences,1976,38,"#4d473F"
Biological Sciences,1977,39,"#4d473F"
Biological Sciences,1978,43,"#4d473F"
Biological Sciences,1979,39,"#4d473F"
Biological Sciences,1980,83,"#4d473F"
Biological Sciences,1981,69,"#4d473F"
Biological Sciences,1982,88,"#4d473F"
Biological Sciences,1983,98,"#4d473F"
Biological Sciences,1984,90,"#4d473F"
Biological Sciences,1985,116,"#4d473F"
Biological Sciences,1986,168,"#4d473F"
Biological Sciences,1987,168,"#4d473F"
Biological Sciences,1988,211,"#4d473F"
Biological Sciences,1989,229,"#4d473F"
Biological Sciences,1990,248,"#4d473F"
Biological Sciences,1991,297,"#4d473F"
Biological Sciences,1992,374,"#4d473F"
Biological Sciences,1993,368,"#4d473F"
Biological Sciences,1994,476,"#4d473F"
Biological Sciences,1995,582,"#4d473F"
Biological Sciences,1996,674,"#4d473F"
Biological Sciences,1997,740,"#4d473F"
Biological Sciences,1998,936,"#4d473F"
Biological Sciences,1999,1117,"#4d473F"
Biological Sciences,2000,1347,"#4d473F"
Biological Sciences,2001,1459,"#4d473F"
Biological Sciences,2002,1827,"#4d473F"
Biological Sciences,2003,2056,"#4d473F"
Biological Sciences,2004,2383,"#4d473F"
Biological Sciences,2005,2688,"#4d473F"
Biological Sciences,2006,2997,"#4d473F"
Biological Sciences,2007,3401,"#4d473F"
Biological Sciences,2008,3946,"#4d473F"
Biological Sciences,2009,4296,"#4d473F"
Biological Sciences,2010,4754,"#4d473F"
Biological Sciences,2011,5180,"#4d473F"
Biological Sciences,2012,6001,"#4d473F"
Biological Sciences,2013,6257,"#4d473F"
Biological Sciences,2014,6346,"#4d473F"
Biological Sciences,2015,6282,"#4d473F"
Biological Sciences,2016,6219,"#4d473F"
Biological Sciences,2017,6233,"#4d473F"
Engineering,1976,1,"#3ABC91"
Engineering,1977,1,"#3ABC91"
Engineering,1978,0,"#3ABC91"
Engineering,1979,0,"#3ABC91"
Engineering,1980,1,"#3ABC91"
Engineering,1981,1,"#3ABC91"
Engineering,1982,1,"#3ABC91"
Engineering,1983,4,"#3ABC91"
Engineering,1984,2,"#3ABC91"
Engineering,1985,3,"#3ABC91"
Engineering,1986,5,"#3ABC91"
Engineering,1987,7,"#3ABC91"
Engineering,1988,6,"#3ABC91"
Engineering,1989,10,"#3ABC91"
Engineering,1990,18,"#3ABC91"
Engineering,1991,16,"#3ABC91"
Engineering,1992,15,"#3ABC91"
Engineering,1993,18,"#3ABC91"
Engineering,1994,22,"#3ABC91"
Engineering,1995,35,"#3ABC91"
Engineering,1996,41,"#3ABC91"
Engineering,1997,39,"#3ABC91"
Engineering,1998,69,"#3ABC91"
Engineering,1999,73,"#3ABC91"
Engineering,2000,98,"#3ABC91"
Engineering,2001,112,"#3ABC91"
Engineering,2002,165,"#3ABC91"
Engineering,2003,171,"#3ABC91"
Engineering,2004,240,"#3ABC91"
Engineering,2005,255,"#3ABC91"
Engineering,2006,350,"#3ABC91"
Engineering,2007,377,"#3ABC91"
Engineering,2008,501,"#3ABC91"
Engineering,2009,568,"#3ABC91"
Engineering,2010,588,"#3ABC91"
Engineering,2011,680,"#3ABC91"
Engineering,2012,739,"#3ABC91"
Engineering,2013,776,"#3ABC91"
Engineering,2014,694,"#3ABC91"
Engineering,2015,740,"#3ABC91"
Engineering,2016,741,"#3ABC91"
Engineering,2017,635,"#3ABC91"
Exact and Earth Sciences,1973,3,"#3FC0FD"
Exact and Earth Sciences,1974,0,"#3FC0FD"
Exact and Earth Sciences,1975,2,"#3FC0FD"
Exact and Earth Sciences,1976,1,"#3FC0FD"
Exact and Earth Sciences,1977,3,"#3FC0FD"
Exact and Earth Sciences,1978,2,"#3FC0FD"
Exact and Earth Sciences,1979,3,"#3FC0FD"
Exact and Earth Sciences,1980,3,"#3FC0FD"
Exact and Earth Sciences,1981,1,"#3FC0FD"
Exact and Earth Sciences,1982,3,"#3FC0FD"
Exact and Earth Sciences,1983,11,"#3FC0FD"
Exact and Earth Sciences,1984,7,"#3FC0FD"
Exact and Earth Sciences,1985,11,"#3FC0FD"
Exact and Earth Sciences,1986,14,"#3FC0FD"
Exact and Earth Sciences,1987,13,"#3FC0FD"
Exact and Earth Sciences,1988,21,"#3FC0FD"
Exact and Earth Sciences,1989,32,"#3FC0FD"
Exact and Earth Sciences,1990,27,"#3FC0FD"
Exact and Earth Sciences,1991,25,"#3FC0FD"
Exact and Earth Sciences,1992,28,"#3FC0FD"
Exact and Earth Sciences,1993,48,"#3FC0FD"
Exact and Earth Sciences,1994,51,"#3FC0FD"
Exact and Earth Sciences,1995,76,"#3FC0FD"
Exact and Earth Sciences,1996,100,"#3FC0FD"
Exact and Earth Sciences,1997,110,"#3FC0FD"
Exact and Earth Sciences,1998,162,"#3FC0FD"
Exact and Earth Sciences,1999,252,"#3FC0FD"
Exact and Earth Sciences,2000,287,"#3FC0FD"
Exact and Earth Sciences,2001,377,"#3FC0FD"
Exact and Earth Sciences,2002,500,"#3FC0FD"
Exact and Earth Sciences,2003,600,"#3FC0FD"
Exact and Earth Sciences,2004,694,"#3FC0FD"
Exact and Earth Sciences,2005,845,"#3FC0FD"
Exact and Earth Sciences,2006,878,"#3FC0FD"
Exact and Earth Sciences,2007,995,"#3FC0FD"
Exact and Earth Sciences,2008,1198,"#3FC0FD"
Exact and Earth Sciences,2009,1280,"#3FC0FD"
Exact and Earth Sciences,2010,1454,"#3FC0FD"
Exact and Earth Sciences,2011,1623,"#3FC0FD"
Exact and Earth Sciences,2012,1831,"#3FC0FD"
Exact and Earth Sciences,2013,1983,"#3FC0FD"
Exact and Earth Sciences,2014,2011,"#3FC0FD"
Exact and Earth Sciences,2015,2039,"#3FC0FD"
Exact and Earth Sciences,2016,2064,"#3FC0FD"
Exact and Earth Sciences,2017,2024,"#3FC0FD"
Humanities,1971,1,"#79C000"
Humanities,1972,0,"#79C000"
Humanities,1973,1,"#79C000"
Humanities,1974,0,"#79C000"
Humanities,1975,0,"#79C000"
Humanities,1976,1,"#79C000"
Humanities,1977,2,"#79C000"
Humanities,1978,2,"#79C000"
Humanities,1979,2,"#79C000"
Humanities,1980,7,"#79C000"
Humanities,1981,5,"#79C000"
Humanities,1982,8,"#79C000"
Humanities,1983,4,"#79C000"
Humanities,1984,18,"#79C000"
Humanities,1985,23,"#79C000"
Humanities,1986,15,"#79C000"
Humanities,1987,28,"#79C000"
Humanities,1988,18,"#79C000"
Humanities,1989,30,"#79C000"
Humanities,1990,29,"#79C000"
Humanities,1991,46,"#79C000"
Humanities,1992,70,"#79C000"
Humanities,1993,60,"#79C000"
Humanities,1994,87,"#79C000"
Humanities,1995,131,"#79C000"
Humanities,1996,136,"#79C000"
Humanities,1997,182,"#79C000"
Humanities,1998,199,"#79C000"
Humanities,1999,243,"#79C000"
Humanities,2000,329,"#79C000"
Humanities,2001,350,"#79C000"
Humanities,2002,441,"#79C000"
Humanities,2003,525,"#79C000"
Humanities,2004,571,"#79C000"
Humanities,2005,653,"#79C000"
Humanities,2006,715,"#79C000"
Humanities,2007,854,"#79C000"
Humanities,2008,967,"#79C000"
Humanities,2009,1131,"#79C000"
Humanities,2010,1240,"#79C000"
Humanities,2011,1302,"#79C000"
Humanities,2012,1482,"#79C000"
Humanities,2013,1548,"#79C000"
Humanities,2014,1658,"#79C000"
Humanities,2015,1609,"#79C000"
Humanities,2016,1566,"#79C000"
Humanities,2017,1305,"#79C000"
Linguistics Letters and Arts,1981,1,"#BEBEBE"
Linguistics Letters and Arts,1982,0,"#BEBEBE"
Linguistics Letters and Arts,1983,0,"#BEBEBE"
Linguistics Letters and Arts,1984,0,"#BEBEBE"
Linguistics Letters and Arts,1985,0,"#BEBEBE"
Linguistics Letters and Arts,1986,0,"#BEBEBE"
Linguistics Letters and Arts,1987,1,"#BEBEBE"
Linguistics Letters and Arts,1988,2,"#BEBEBE"
Linguistics Letters and Arts,1989,2,"#BEBEBE"
Linguistics Letters and Arts,1990,3,"#BEBEBE"
Linguistics Letters and Arts,1991,3,"#BEBEBE"
Linguistics Letters and Arts,1992,4,"#BEBEBE"
Linguistics Letters and Arts,1993,3,"#BEBEBE"
Linguistics Letters and Arts,1994,6,"#BEBEBE"
Linguistics Letters and Arts,1995,7,"#BEBEBE"
Linguistics Letters and Arts,1996,17,"#BEBEBE"
Linguistics Letters and Arts,1997,21,"#BEBEBE"
Linguistics Letters and Arts,1998,25,"#BEBEBE"
Linguistics Letters and Arts,1999,32,"#BEBEBE"
Linguistics Letters and Arts,2000,42,"#BEBEBE"
Linguistics Letters and Arts,2001,48,"#BEBEBE"
Linguistics Letters and Arts,2002,57,"#BEBEBE"
Linguistics Letters and Arts,2003,67,"#BEBEBE"
Linguistics Letters and Arts,2004,64,"#BEBEBE"
Linguistics Letters and Arts,2005,62,"#BEBEBE"
Linguistics Letters and Arts,2006,75,"#BEBEBE"
Linguistics Letters and Arts,2007,87,"#BEBEBE"
Linguistics Letters and Arts,2008,99,"#BEBEBE"
Linguistics Letters and Arts,2009,98,"#BEBEBE"
Linguistics Letters and Arts,2010,122,"#BEBEBE"
Linguistics Letters and Arts,2011,128,"#BEBEBE"
Linguistics Letters and Arts,2012,157,"#BEBEBE"
Linguistics Letters and Arts,2013,159,"#BEBEBE"
Linguistics Letters and Arts,2014,150,"#BEBEBE"
Linguistics Letters and Arts,2015,150,"#BEBEBE"
Linguistics Letters and Arts,2016,148,"#BEBEBE"
Linguistics Letters and Arts,2017,113,"#BEBEBE"
