great_area,ano,qtde,color
Humanities,1997,152,"#79C000"
Humanities,1998,162,"#79C000"
Humanities,1999,206,"#79C000"
Humanities,2000,263,"#79C000"
Humanities,2001,275,"#79C000"
Humanities,2002,285,"#79C000"
Humanities,2003,360,"#79C000"
Humanities,2004,421,"#79C000"
Humanities,2005,468,"#79C000"
Humanities,2006,484,"#79C000"
Humanities,2007,580,"#79C000"
Humanities,2008,675,"#79C000"
Humanities,2009,787,"#79C000"
Humanities,2010,809,"#79C000"
Humanities,2011,940,"#79C000"
Humanities,2012,1092,"#79C000"
Humanities,2013,1063,"#79C000"
Humanities,2014,1132,"#79C000"
Humanities,2015,1167,"#79C000"
Humanities,2016,1229,"#79C000"
Humanities,2017,970,"#79C000"
Linguistics Letters and Arts,1975,1,"#BEBEBE"
Linguistics Letters and Arts,1976,0,"#BEBEBE"
Linguistics Letters and Arts,1977,0,"#BEBEBE"
Linguistics Letters and Arts,1978,0,"#BEBEBE"
Linguistics Letters and Arts,1979,1,"#BEBEBE"
Linguistics Letters and Arts,1980,0,"#BEBEBE"
Linguistics Letters and Arts,1981,0,"#BEBEBE"
Linguistics Letters and Arts,1982,1,"#BEBEBE"
Linguistics Letters and Arts,1983,2,"#BEBEBE"
Linguistics Letters and Arts,1984,1,"#BEBEBE"
Linguistics Letters and Arts,1985,4,"#BEBEBE"
Linguistics Letters and Arts,1986,3,"#BEBEBE"
Linguistics Letters and Arts,1987,5,"#BEBEBE"
Linguistics Letters and Arts,1988,1,"#BEBEBE"
Linguistics Letters and Arts,1989,3,"#BEBEBE"
Linguistics Letters and Arts,1990,7,"#BEBEBE"
Linguistics Letters and Arts,1991,1,"#BEBEBE"
Linguistics Letters and Arts,1992,7,"#BEBEBE"
Linguistics Letters and Arts,1993,9,"#BEBEBE"
Linguistics Letters and Arts,1994,13,"#BEBEBE"
Linguistics Letters and Arts,1995,20,"#BEBEBE"
Linguistics Letters and Arts,1996,17,"#BEBEBE"
Linguistics Letters and Arts,1997,25,"#BEBEBE"
Linguistics Letters and Arts,1998,29,"#BEBEBE"
Linguistics Letters and Arts,1999,45,"#BEBEBE"
Linguistics Letters and Arts,2000,51,"#BEBEBE"
Linguistics Letters and Arts,2001,59,"#BEBEBE"
Linguistics Letters and Arts,2002,66,"#BEBEBE"
Linguistics Letters and Arts,2003,86,"#BEBEBE"
Linguistics Letters and Arts,2004,89,"#BEBEBE"
Linguistics Letters and Arts,2005,98,"#BEBEBE"
Linguistics Letters and Arts,2006,96,"#BEBEBE"
Linguistics Letters and Arts,2007,119,"#BEBEBE"
Linguistics Letters and Arts,2008,134,"#BEBEBE"
Linguistics Letters and Arts,2009,153,"#BEBEBE"
Linguistics Letters and Arts,2010,172,"#BEBEBE"
Linguistics Letters and Arts,2011,206,"#BEBEBE"
Linguistics Letters and Arts,2012,220,"#BEBEBE"
Linguistics Letters and Arts,2013,237,"#BEBEBE"
Linguistics Letters and Arts,2014,241,"#BEBEBE"
Linguistics Letters and Arts,2015,236,"#BEBEBE"
Linguistics Letters and Arts,2016,236,"#BEBEBE"
Linguistics Letters and Arts,2017,207,"#BEBEBE"
